Title,Year,Genre,Rating,Director,Cast,Votes,Description
Grease,2002,"Comedy, Musical, Romance",7.2,Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway",301220,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?"
The Lord of the Rings: The Return of the King,2002,"Action, Adventure, Drama",9,Peter Jackson,"Elijah Wood, Viggo Mortensen, Ian McKellen, Orlando Bloom",1982971,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
The Great Wall,2002,"Action, Adventure, Fantasy",5.9,Yimou Zhang,"Matt Damon, Tian Jing, Willem Dafoe, Andy Lau",147052,"In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures."
The Last Stop in Yuma County,2002,"Crime, Thriller",7,Francis Galluppi,"Jim Cummings, Faizon Love, Jocelin Donahue, Michael Abbott Jr.",2086,"While stranded at a rural Arizona rest stop, a traveling salesman is thrust into a dire hostage situation by the arrival of two bank robbers with no qualms about using cruelty-or cold, hard steel-to protect their bloodstained fortune."
Prom Dates,2002,Comedy,5,Kim O. Nguyen,"Julia Lester, Antonia Gentry, Kenny Ridwan, JT Neal",805,"Jess and Hannah, at 13 years old made a pact to have the perfect prom, only 24 hours before the big event, everything is ruined when they break up with their dates. Now they have one night to find new dates and make the fantasy comes true."
Something in the Water,2002,Thriller,4.1,Hayley Easton Street,"Hiftu Quasem, Lauren Lyle, Natalie Mitson, Nicole Rieko Setsuko",782,Follows a group of five girlfriends who must fight for their lives in open water after a dream wedding transformed into a nightmare.
No Hard Feelings,2002,"Comedy, Romance",6.4,Gene Stupnitsky,"Jennifer Lawrence, Andrew Barth Feldman, Laura Benanti, Matthew Broderick",161650,"On the brink of losing her home, Maddie finds an intriguing job listing: helicopter parents looking for someone to bring their introverted 19-year-old son out of his shell before college. She has one summer to make him a man or die trying."
The Hunger Games: The Ballad of Songbirds & Snakes,2002,"Action, Adventure, Drama",6.7,Francis Lawrence,"Rachel Zegler, Tom Blyth, Viola Davis, Dexter Sol Ansell",119878,Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.
Manjummel Boys,2002,"Adventure, Thriller",8.4,Chidambaram,"Soubin Shahir, Sreenath Bhasi, Balu Varghese, Ganapathi",11809,"A group of friends get into a daring rescue mission to save their friend from Guna Caves, a perilously deep pit from where nobody has ever been brought back."
Blended,2002,"Comedy, Romance",6.5,Frank Coraci,"Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon",144747,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship."
Schindler's List,2002,"Biography, Drama, History",9,Steven Spielberg,"Liam Neeson, Ralph Fiennes, Ben Kingsley, Caroline Goodall",1453860,"In German-occupied Poland during World War II, industrialistOskar Schindlergradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis."
Old,2002,"Drama, Horror, Mystery",5.8,M. Night Shyamalan,"Gael García Bernal, Vicky Krieps, Rufus Sewell, Alex Wolff",161512,"A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day."
The Mummy,2002,"Action, Adventure, Fantasy",7.1,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",462242,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love."
The Matrix,2002,"Action, Sci-Fi",8.7,Lana Wachowski,"Lilly Wachowski, Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving",2057554,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
Forrest Gump,2002,"Drama, Romance",8.8,Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise, Sally Field",2262262,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart."
Poolman,2002,"Comedy, Mystery",4.5,Chris Pine,"Chris Pine, Jennifer Jason Leigh, Danny DeVito, Annette Bening",311,Darren Barrenman is an unwavering optimist and native Angeleno who spends his days looking after the pool of the Tahitian Tiki apartment block and fighting to make his hometown a better place to live.
One More Shot,2002,"Action, Thriller",5.4,James Nunn,"Scott Adkins, Michael Jai White, Alexis Knapp, Tom Berenger",2354,"Following the attack on the black site in Poland, Navy SEAL Jake Harris is ordered to escort terrorist suspect Amin Mansur to Washington D.C for interrogation."
Star Wars: Episode II - Attack of the Clones,2002,"Action, Adventure, Fantasy",6.6,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor, Christopher Lee",760661,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi discovers a secret clone army crafted for the Jedi."
The Bikeriders,2002,"Crime, Drama",7.5,Jeff Nichols,"Jodie Comer, Austin Butler, Tom Hardy, Michael Shannon",1250,"After a chance encounter, headstrong Kathy is drawn to Benny, member of Midwestern motorcycle club the Vandals. As the club transforms into a dangerous underworld of violence, Benny must choose between Kathy and his loyalty to the club."
Hit Man,2002,"Action, Comedy",7.6,Richard Linklater,"Glen Powell, Adria Arjona, Retta, Austin Amelio",1397,"A professor moonlighting as a hit man of sorts for his city police department, descends into dangerous, dubious territory when he finds himself attracted to a woman who enlists his services."
The Wolf of Wall Street,2002,"Biography, Comedy, Crime",8.2,Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",1587191,"Based on the true story ofJordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
Starship Troopers,2002,"Action, Adventure, Sci-Fi",7.3,Paul Verhoeven,"Casper Van Dien, Denise Richards, Dina Meyer, Jake Busey",321992,"Humans, in a fascist militaristic future, wage war with giant alien bugs."
Sleeping Dogs,2002,"Crime, Mystery, Thriller",6,Adam Cooper,"Russell Crowe, Karen Gillan, Marton Csokas, Tommy Flanagan",6893,"An ex-homicide detective with memory loss is forced to solve a brutal murder, only to uncover chilling secrets from his forgotten past."
Bottoms,2002,Comedy,6.7,Emma Seligman,"Rachel Sennott, Ayo Edebiri, Ruby Cruz, Havana Rose Liu",42566,Two unpopular queer high-school students start a fight club to have sex before graduation.
Troy,2002,"Adventure, Drama",7.3,Wolfgang Petersen,"Brad Pitt, Eric Bana, Orlando Bloom, Julian Glover",571625,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved."
The Batman,2002,"Action, Crime, Drama",7.8,Matt Reeves,"Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell",789597,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement."
Blade Runner 2049,2002,"Action, Drama, Mystery",8,Denis Villeneuve,"Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista",667544,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
Talk to Me,2002,"Horror, Thriller",7.1,Danny Philippou,"Michael Philippou, Ari McCarthy, Hamish Phillips, Kit Erhart-Bruce, Sarah Brokensha",146213,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces."
Dune,2002,"Action, Adventure, Sci-Fi",6.3,David Lynch,"Kyle MacLachlan, Virginia Madsen, Francesca Annis, Leonardo Cimino",180180,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis to free their desert world from the emperor's rule.
Road House,2002,"Action, Thriller",6.7,Rowdy Herrington,"Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara",101614,"A bouncer hired to clean up the baddest honkytonk in a Missouri town. Armed with a black belt in karate and a degree in philosophy, Patrick Swayze sets out to tame the Double Deuce for its owner."
Deadpool,2002,"Action, Comedy",8,Tim Miller,"Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",1128298,"A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks."
The Hunger Games,2006,"Action, Adventure, Sci-Fi",7.2,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Stanley Tucci",1005307,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.
Dream Scenario,2006,"Comedy, Drama, Fantasy",6.9,Kristoffer Borgli,"Lily Bird, Nicolas Cage, Julianne Nicholson, Jessica Clement",58220,An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.
Alien,2006,"Horror, Sci-Fi",8.5,Ridley Scott,"Sigourney Weaver, Tom Skerritt, John Hurt, Veronica Cartwright",953207,The crew of a commercial spacecraft encounters a deadly lifeform after investigating a mysterious transmission of unknown origin.
American Fiction,2006,"Comedy, Drama",7.5,Cord Jefferson,"Jeffrey Wright, Tracee Ellis Ross, John Ortiz, Erika Alexander",79565,A novelist who's fed up with the establishment profiting from Black entertainment uses a pen name to write a book that propels him into the heart of the hypocrisy and madness he claims to disdain.
Humane,2006,"Horror, Thriller",5.4,Caitlin Cronenberg,"Jay Baruchel, Emily Hampshire, Peter Gallagher, Enrico Colantoni",2478,"In the wake of an environmental collapse that is forcing humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry."
Mad Max,2006,"Action, Adventure, Sci-Fi",6.8,George Miller,"Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley",223346,"In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang."
12th Fail,2006,"Biography, Drama",8.9,Vidhu Vinod Chopra,"Vikrant Massey, Medha Shankr, Anant Joshi, Anshuman Pushkar",113993,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.
The 40 Year Old Virgin,2006,"Comedy, Romance",7.1,Judd Apatow,"Steve Carell, Catherine Keener, Paul Rudd, Romany Malco",468021,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother."
Kingdom of Heaven,2006,"Action, Adventure, Drama",7.3,Ridley Scott,"Orlando Bloom, Eva Green, Liam Neeson, Martin Hancock",316300,"Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people."
Fight Club,2006,Drama,8.8,David Fincher,"Brad Pitt, Edward Norton, Meat Loaf, Zach Grenier",2329551,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.
The Green Mile,2006,"Crime, Drama, Fantasy",8.6,Frank Darabont,"Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt",1410488,"A tale set on death row, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the lead guard, Paul Edgecombe, recognizes John's gift, he tries to help stave off the condemned man's execution."
The Crow,2006,"Action, Crime, Drama",7.5,Alex Proyas,"Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson",203979,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.
Eileen,2006,"Drama, Mystery, Thriller",6,William Oldroyd,"Thomasin McKenzie, Shea Whigham, Sam Nivola, Siobhan Fallon Hogan",11693,A woman's friendship with a new co-worker at the prison facility where she works takes a sinister turn.
Mean Girls,2006,"Comedy, Musical",5.7,Samantha Jayne,"Arturo Perez Jr., Angourie Rice, Reneé Rapp, Auli'i Cravalho, Jaquel Spivey",27747,"Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George."
